"FSC-A","SSC-A","CCR6","CCR7","CD127","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","FoxP3","HLA-DR","T-bet"
1.44812e+06,302694,-1495.85,1193.86,1575.98,1210.36,72624.4,783.822,-186.303,16382.1,3771.63,96365.9,166.867,50.5086,521.141,22411
1.72442e+06,351230,-750.182,2479.79,-344.339,8978.63,196264,2330.1,-179.281,16687.2,172.784,48788.7,-258.874,248.914,102.672,66032
1.33201e+06,656511,-2393.8,2996.87,762.298,-29.8072,15515.8,6925.87,150989,45124.6,1377.71,170732,1225.13,-333.492,381.934,35296.7
1.40367e+06,384294,-2411.12,5325.14,274.081,-960.727,268137,1419.19,26.0669,8544.68,3476.95,169706,-1374.35,171.208,824.285,41108
1.90061e+06,670624,-5201.24,2368.81,4168.04,-1316.9,798084,2518.95,48314.5,28317.7,720.163,191938,1675.51,563.37,1434.23,20291.4
1.9824e+06,444932,-650.622,3484.97,24.0699,-385.862,30132.8,4871.95,-10.7146,20126.1,2612.71,78790.1,1280.07,-159.625,3634.75,3481.41
1.69714e+06,422969,-2634.63,488.099,71.2854,-1751.53,290915,5249.77,1037.54,40212.7,23578.4,30160.5,1343.95,-335.788,1194.81,4980.1
1.81055e+06,451441,-4762.37,950.208,-1314.41,-854.85,478124,-5.11062,65.456,33097,3586.13,90238.5,-2130.63,28.2181,-162.111,96715.2
1.32055e+06,464059,-1296.01,1354.42,-1302.2,12820,98867.9,555.523,75.692,36643.1,1272.64,16087.4,-630.299,52.708,1384.92,51268.7
1.57378e+06,502678,-2596.34,5466.85,747.401,-1126.08,267895,3397.12,16123.2,14882.5,5307.17,71796.6,4876.87,13.5752,34963.7,4953.85
1.37011e+06,309381,-1314.89,1215.98,-1863.45,-773.628,31185.2,5772.76,-32.1943,15713,7775.73,105802,2030,-42.2091,2287.41,4530.6
1.59732e+06,291326,-1695.85,2459.81,-1193.64,-1361.85,114750,1783.12,-451.368,22944.6,-263.094,93479.9,-38.3258,17414.8,-746.18,38356.5
2.03915e+06,464974,-1881.84,1480.56,73.1375,-171.658,83192.9,8477.04,3817.75,25886.1,239.792,78117.3,874.953,-167.206,948.82,20656.6
1.54077e+06,366776,-1903.04,-338.183,-1341.77,-2834.02,504129,2428.16,273.392,1679.33,1226.52,147217,-154.575,208.415,-2770.35,28979.3
1.5039e+06,433779,-1966.09,1249.41,-2041.04,-662.482,552703,2125.46,256.123,12209.9,-729.654,40036.1,-2816.21,168.636,-318.916,38437.6
1.68448e+06,709223,-4236.21,3857.61,5681.28,-1093.44,371725,23291.2,-346.569,41833.4,7463.26,116878,-807.445,-113.573,1041.8,29169.2
2.86892e+06,832655,-3833.94,998.556,-442.329,-280.581,14449.1,52558.2,-201.471,18241.7,58068.8,250532,414.308,663.582,1909.27,33255.7
2.31928e+06,708074,-3529.6,3700.16,758.374,-2066.07,353740,4776.45,882.112,4130.48,1325.34,93810.8,9497.1,-7.71692,72744.2,20097.5
1.75474e+06,712385,-4326.22,1313.11,-241.761,-2539.74,611164,3694.59,7836.47,8053.94,946.762,117583,1875.52,359.115,-54.082,34964.4
1.61736e+06,770821,-3130.9,2320.12,-2364,-1230.96,544897,4212.07,414.766,14150.1,751.218,124556,748.358,702.447,-338.955,42644.7
1.98406e+06,443349,-2416.24,751.86,647.354,-587.503,15816.3,5374.35,-128.899,14586.8,11422.6,163704,425.557,474.695,1343.59,6168.01
1.4184e+06,353835,312.345,598.946,255.992,-2347.42,465013,1780.3,433.867,8830.62,-288.845,91250.1,164.698,754.322,695.041,63551.8
1.67033e+06,510679,-1560.05,1945.15,1147.51,-1599.15,250549,2433.39,-124.373,12474.7,6593.57,219403,1308.11,794.147,-265.988,63339.8
1.88347e+06,764734,-5271.48,3863.43,753.139,-1740.22,444048,24273.2,1465.22,32133.9,17903,99254.8,899.097,-417.183,6418.37,11521.3
1.25071e+06,408160,-1339.83,1090.35,34.0125,-1465.95,206107,1323.21,502.979,777.506,1691.39,94476.9,-679.065,355.782,-155.812,37726
1.78231e+06,466752,-1165.95,3498.11,-1129.54,-1061.13,191639,1598.47,-348.623,242.84,647.601,171896,-1993.72,213.515,-936.293,54684.1
1.87771e+06,292058,-2804.33,1209.39,756.36,17.5845,537747,2039.4,61.7838,3755.72,1678.71,120871,376.546,265.483,51.3613,81863.7
