"FSC-A","SSC-A","DC-SIGN","HLA-DR","CD56","CCR6","CD45RA","CD4","CD69","CD8a","FoxP3","CD16","CD14","CD49a","CD163","CD3","CCR7","RORyt","T-bet","NKp46","CD11c","CD127","CD86","CD20","Eomes"
1.50124e+06,551556,-223.17,223.736,-389.035,-3709.59,239.309,4449.3,17294.6,-1451.68,7176.26,-293.503,312.03,355.782,718.608,55042.5,-223.209,582.907,10348,764.478,778.111,1460.23,66076.7,-56.5051,915.149
3.44886e+06,1.75286e+06,5571.17,169586,12098.5,-4064.91,-15441.4,-3229.27,-1243.86,-4092.43,-1165.63,31303,472395,1753.27,25668.1,6560.45,5515.69,12831.5,1998.83,126.957,158824,13835.4,119704,-4684.97,5223.22
1.46772e+06,559885,-1418.72,2455.89,90.8697,-4530.35,67607.4,-1472.9,4742.44,32763.3,805.578,31143.1,-4.14506,428.498,178.326,-17.9154,889.526,5139.39,80440.5,307.346,8382.29,1690.67,-506.721,788.296,207.378
1.5715e+06,635974,-438.826,4538.27,-466.956,-5286.08,321.297,6957.17,5171.27,-1452.28,2673.18,-312.28,416.392,-56.3605,-412.581,39657.1,1371.64,580.01,48368.9,-413.997,102.066,-1997.58,101051,2060.58,-144.531
1.40918e+06,366259,-710.652,1098.67,5760.83,-2305.33,7761.37,-127.129,527.661,81963.5,-206.022,532.869,317.217,2948.7,-257.753,51381.5,9909.82,1752.04,9061.08,440.804,-158.312,769.774,-311.379,-259.077,1446.19
2.02197e+06,2.22434e+06,-3070.73,395409,31735.6,3216.75,-255.859,3368.86,-193.8,-3619.25,703.612,11332.3,63514.1,2380.93,9662.49,1674.22,3712.32,4122.56,1692.87,440.586,9984.23,957.537,44443.5,-1002.28,1238.38
1.2755e+06,403976,-341.026,989.418,-652.132,-2099.57,12705.9,8677.91,5308.8,2436.27,1343.34,569.006,719.47,2077.06,1079.6,80599.5,22727.9,2937.61,10073.5,-538.377,127.309,-893.651,761.854,-440.317,1204.67
2.31038e+06,3.09683e+06,-2153.04,214367,95445.7,2725.82,-1076.98,3123.75,-1137.75,-1689.55,553.746,10000.6,51473.8,11964.5,27609.4,1951.2,6088.2,6775.73,2497.51,221.754,13201.3,2082.63,11309.1,-952.374,2403.07
1.73493e+06,550796,-423.639,1245.89,25488.3,-2048.8,4032.76,167.347,6701.67,26176.9,62.9442,-699.323,145.961,1740.18,40.1795,-473.035,573.611,3744.97,25650.3,-53.6297,-756.543,271.05,116.083,757.581,3440.96
2.18121e+06,1.25654e+06,499.925,2786.51,77637.3,-1582.49,71505.3,-31.0977,807.732,2267.01,246.633,1107.5,288.347,1369.48,297.779,683.234,34.8091,9831.2,18197.4,484.875,-24.4963,211.301,-447.063,3459.74,10518.6
1.44758e+06,366235,-354.623,2336.62,3064.78,-2164.4,4015.31,-203.324,12516,100888,-320.669,805.375,575.571,2785.12,483.232,45621.2,3625.82,3598.28,4893.09,150.51,-48.3257,-80.4741,7898.65,-637.919,8015.84
2.49005e+06,1.78281e+06,-1378.36,482886,73987.4,-2600.62,20553.8,10981.3,10562.9,-4420.89,-249.796,11059.4,17746.6,1018.48,21130,6.80176,5043.49,6562.3,1195.77,-2383.63,23466.7,973.286,105600,-92.6055,441.711
2.29501e+06,1.87348e+06,396.267,15622.4,24876.9,-1176.34,1796.8,33913.8,-206.735,2431.94,275.543,884.306,251.346,-60.5384,-607.814,1801.88,87229.1,16132.1,2465.47,948.61,-2068.04,1189.13,112.068,11948.5,689.027
2.22624e+06,1.62708e+06,2955.21,43445.1,7270.67,-1029.19,852.678,-996.995,8259.69,-1126.98,825.391,6153.11,40905,2687.47,3747.35,1071.59,94.3248,7407.95,1431.15,1413.95,19993.2,1203.17,14688.4,436.114,819.572
2.27243e+06,1.52059e+06,2770.5,546904,69112.2,-290.069,-1526.07,1767.53,-624.076,-3052.3,-1154.97,-1349.46,29744.5,1281.46,-380.684,283.854,10987.6,7035.76,1976.1,-2067.97,19253.8,2179.59,27922.5,-194.32,1550.68
1.80229e+06,1.5066e+06,5326.58,195125,2777.85,-1781.86,42401.8,236.358,8059.52,-209.486,342.957,3097.45,61671.6,-96.6295,18626,830.003,457.537,6624.76,1074.66,1099.35,19278.6,1096.28,23597.9,442.333,3550.88
2.50645e+06,1.57541e+06,625.155,49769.3,12854.8,3227.32,1870.56,20201.4,-203.353,643.652,791.76,10591,54188,8635.6,39032.7,1186.66,2397.43,12154.7,2221.41,577.955,10228,1414.41,8932.65,298.627,1568.04
1.33442e+06,515991,-47.0861,-144.795,13506.3,-649.404,119859,-525.795,1024.74,6620.56,203.466,600.392,1663.15,-176.851,-717.485,219.044,-47.6332,1754.31,3711.29,1216,1035.26,-506.391,111.35,3653.74,11411.6
1.82592e+06,2.04217e+06,795.361,67469.4,19351.1,-1395.68,870.192,14867.9,-218.549,-423.967,925.319,38596.7,45668,10286.2,79498.5,2482.08,194.868,10122.4,1873.75,1012.43,3530.73,734.954,14161.6,1074.49,1247.17
1.36864e+06,543835,-2194.84,2354.93,23817.8,348.065,6242.95,-530.903,1152.91,146971,585.97,897.099,471.238,1373.75,405.53,28305.6,2093.47,19111.1,14062.9,378.818,-292.628,11023.5,221.021,461.263,5318.01
3.257e+06,1.32186e+06,29199.4,381220,14551.7,-1821.19,-1543.45,1421.85,-253.518,-274.841,864.523,1482.44,91826.2,1584.05,15264.5,620.991,-45.2439,11896.4,-1533.02,-555.141,15724,1959.21,16862.1,3583.76,12707.6
2.60417e+06,1.88093e+06,2968.77,1.06589e+06,21889.5,-1269.8,2285.87,3765.81,986.677,7833.67,-657.052,12235.7,232400,-39.6167,55772.6,3532.42,-15413.1,10907.1,653.784,1867.75,142774,2723.54,26445,-1272.2,2994.26
1.33967e+06,402296,163.28,-19.6992,1378.66,-1534.16,9812.62,253.866,15154.9,67566.1,286.086,516.064,-124.288,147.142,977.611,18531.7,1094.5,4628.22,10431.2,-252.816,-145.848,1040.79,3279.35,-1048.9,1751.15
2.44665e+06,3.42902e+06,-943,327971,41867,7472.11,-1150.99,-2024.17,-1525.76,-1400.73,-4704.96,5028.35,266943,3128.34,102825,9359.87,9772.33,5351,5153.91,4135.95,196614,6574.09,98222.9,-2818.06,4336.55
