"FSC-A","SSC-A","CCR6","CCR7","CD11c","CD127","CD16","CD4","CD45RA","CD49a","CD56","CD69","CD86","CD8a","Eomes","NKp46","RORyt","T-bet"
1.59615e+06,696014,-3063.82,1405.6,4048.78,2976.14,534.483,215.529,94272.4,799.72,43591.2,17998.4,1088.81,93192.6,7046.2,4076.53,5269.9,7025.03
1.65001e+06,706157,-1176.62,527.864,1742.14,103.52,1530.39,384.222,27079.3,855.102,135193,13325,-79.2906,25712.7,7958.96,2739.79,2956.51,4521.88
2.34804e+06,1.17728e+06,-34.8575,242.38,-298.118,-819.425,4607.01,11353.4,1265.77,8864.15,1498.51,879.75,2607.47,-301.675,393.41,-51.2778,9002.62,650.186
1.62574e+06,591550,-4611.27,-300.272,9260.1,-194.166,12542.5,-1804.77,451101,818.487,-65.4994,62573.7,-398.376,30541.7,8449.37,3114.55,4638.16,55116.3
1.60511e+06,598358,-8595.44,354.635,9474.61,-1508.79,193614,-1257.51,560913,208.541,2441.34,18529.7,484.412,31703.2,854.909,420.508,2501.91,41029.8
1.84351e+06,554815,302.233,-187.608,9861.55,185.116,296.985,83.7439,5415.37,4626.58,74539.4,10586.8,1001.56,9656.29,695.344,3742.75,4167.37,16776.7
1.71935e+06,659255,-13.9447,222.887,10230.7,123.441,18373.9,-1035.05,601518,3238.28,1286.76,18819.6,882.703,41927.5,12794.3,-826.766,-11767.9,31644.1
1.32111e+06,854350,-386.481,22.6098,3365.67,-1354.23,10415.2,-2254.41,42375.5,389.651,70.7289,8614.81,-150.904,4673.57,517.366,3036.46,196.306,69520.8
1.99655e+06,1.74549e+06,3202.02,327.476,6725.18,153.372,-332.256,392.365,37939.2,4163.74,45356.5,11117.9,24.509,52889.7,20380.7,-70.5271,3516.6,24007.9
1.79206e+06,554474,-3190.77,788.031,6148.57,457.477,116755,-1879.34,510031,1267.18,2378.67,20174.6,-511.201,30158.4,6079.94,104.612,3680.67,38907
1.93745e+06,706663,-6543.97,-269.197,8326.64,-73.8049,81504.7,-2343.1,458443,1940.78,1147.6,45505.6,425.332,79110,11479,1075.49,1967.7,28680.1
1.40936e+06,477006,-3755.29,64.9531,-80.4768,169.137,-78.0837,-1423.96,371342,3321.68,37873.9,7736.81,620.761,50565.2,15819.4,80.0802,2299.69,3974.95
1.66376e+06,606872,-14621.2,129.42,6773.27,-1126.61,207972,-1564.1,443117,1311.91,1753.98,33689.4,990.715,12324.6,3811.92,1192.26,14133.3,54843.8
1.34488e+06,801554,316.489,853.129,6740.17,-370.589,3519.18,-192.384,341636,2687.25,171202,41263.1,103.187,60728.5,12091.8,9116.2,-5058.86,1028.31
2.38159e+06,1.32712e+06,-5255.6,533.902,16023.6,1106.36,36955.2,-2763.29,177080,129723,1.09238e+06,2610.71,-633.443,686.056,5323.7,865.945,4105.89,1658.31
1.65686e+06,892179,767.285,1178.49,5911.25,897.849,1217.07,31.2732,189602,9402.84,187125,17738.2,710.174,37147.7,7498.98,10342.4,381.699,5047.61
1.56098e+06,624464,-1661.45,136.351,2425.75,-1103.9,1069.12,-972.838,203396,-313.955,897.31,7248.39,723.159,5466.83,7688.1,-494.997,531.206,29495
1.53872e+06,576526,-4187.8,-318.511,12445.3,433.27,2186.7,1381.03,417039,753.318,1612.95,60875.3,262.491,10193.6,4066.35,1640.21,11069.5,56998.8
1.40469e+06,626217,-2262.76,761.687,10729.6,-1615.05,223959,-53.8181,432378,2976.56,2027.6,50970.2,71.1401,40336.1,4133.42,2412.76,-1329.85,36243.9
1.34803e+06,874579,-1587.91,830.342,5064.26,-768.556,-62.7799,-276.647,5852.24,13508.8,244559,14537.8,1277.72,102237,2823.77,10647.8,3830.86,21904.8
1.83857e+06,854344,-1177.58,444.094,14212.6,235.125,3320.73,-44.3728,2959.06,10443.6,142055,28733.6,345.055,41268.9,2256.6,2077.22,2858.89,41703.6
1.47613e+06,2.29496e+06,-4474.6,-79.5835,21297.3,2168.61,58678.6,-849.77,237137,81394.4,958621,9878.14,-173.15,9396.64,5600.51,262.638,6459.43,1327.03
2.75775e+06,1.18732e+06,1032.09,1639.34,13737.5,154.032,2869.47,-107.021,121500,4621.32,125071,33920.6,-538.75,18414.7,14596.4,804.866,964.285,36436.9
1.75445e+06,1.30268e+06,2547.2,438.372,8752.13,-675.906,33096.7,-50.0024,89643.3,116.932,810.601,6334.39,300.961,7788.85,1616.09,1315.79,2846.9,13198.1
1.29316e+06,687651,-1470.23,256.693,510.51,-505.41,-189.09,175.205,4781.97,723.175,29806.8,18104.7,-282.663,8310.98,5245.39,1417.14,2216.18,16488.4
1.89428e+06,2.38876e+06,5383.37,-71.8295,24783.3,675.547,109041,-784.662,168534,8772.54,3749.9,39709.4,-1180.93,18791.9,6731.73,9048.15,7919.73,76659.1
1.39607e+06,695887,-1222.26,1192.96,2875.42,-1173.42,73476.7,614.45,337464,3974.84,328.097,42942.5,-353.274,11765.8,12962.8,7370.88,629.042,34714.7
1.57523e+06,848934,-2921.24,1197.54,-271.555,0.269295,-3012.88,-329.744,-285.883,1903.21,1080.4,-23.8038,77.2915,418.831,1960.28,62.7434,1264.88,2004.58
1.69424e+06,400313,-2494.67,319.608,4629.91,2170.6,48166.1,-1133.42,473909,1017.18,30.7174,12201.5,487.157,43281.5,4614.47,-196.739,-2622.33,39938.3
1.32206e+06,499802,-390.013,1087.96,253.44,-554.42,-628.552,428.917,24856.7,711.461,16659.7,8057.22,634.691,58855.3,2430.07,-159.001,2466.52,17801.5
1.47743e+06,538434,-2107.78,7.87399,4044.53,28.8652,46236.9,-2244.38,515829,1199.93,733.398,17119.4,-1065.96,61517.3,10348.7,1762.75,-6452.78,57739.2
2.37208e+06,1.30516e+06,-67.3109,2563.81,-898.34,661.321,311.595,30047.8,2722.65,10.2119,40.1263,436.624,-86.8363,3371.83,1715.35,101.524,7799.47,2064.04
1.42503e+06,894267,-1917.81,479.502,229.526,358.942,744.923,-64.2371,490.894,507.801,6544.57,-406.601,-198.315,-309.736,772.94,231.798,713.853,137.108
1.62347e+06,847682,-972.544,406.563,4034.8,749.673,3173.55,-787.503,504171,902.356,1480.94,12152.9,1103.31,64212.9,14597.1,-32.6289,-2186.51,35302.1
1.5522e+06,2.00607e+06,804.314,-636.755,20228.1,1745.14,15534.8,-393.324,69303.4,46090.1,670580,7794.37,440.255,4641.15,2768.27,512.82,5738.14,668.608
2.76193e+06,1.85397e+06,90.5954,15649.5,-714.571,-200.536,1363.32,26771.3,298.111,94.2651,600.508,5062.04,590.94,14102.3,555.116,-134.596,9144.96,744.339
1.90511e+06,997162,-3387.81,-80.0517,7199.21,178.736,18239,-212.774,246119,-724.178,118041,6287.28,1365.58,25281.8,15762,-360.081,4364.87,6310.4
2.70083e+06,1.51996e+06,971.818,-165.221,6118.41,188.053,2530.74,-183.362,176412,81341.2,402718,1077.39,831.938,37972.3,6963.32,-266.518,2427.84,950.01
1.6696e+06,447429,-2299.69,560.082,1802.92,691.094,856.724,-660.849,222577,408.555,107282,27403.3,763.764,70924.4,3297.91,-610.87,72.6402,14306.5
1.3599e+06,472101,-946.512,-528.543,2316.41,916.827,-71.9534,110.599,4698.57,714.319,10129.1,28507,490.288,81811.3,5090.95,4177.74,1035.89,9123.51
1.38373e+06,439520,-1178.33,588.6,-318.718,-139.236,-6.56812,-54.6051,3245.2,1884.11,61152.9,11029.1,645.29,21836.9,1967.74,7004.12,2289.77,6367.23
1.66601e+06,684400,-3603.29,330.056,1658.35,320.262,-53.9653,-980.163,353039,973.064,2959.48,11833.3,633.776,43454.8,11213.2,260.038,1653.06,5004.96
1.91782e+06,844282,-2394.57,126.644,1962.32,72.113,-247.806,-1769.05,332664,548.067,-56.2845,9229.57,213.326,14741.4,6045.89,-112.476,1329.97,40795
1.98373e+06,755092,-2323,-249.251,3433.56,-160.617,199.277,-242.963,332990,2736.86,133044,29935.4,504.765,2095.49,6430.06,8334.28,5734.22,3634.32
1.58215e+06,1.86937e+06,-4409.73,132.57,33809.6,988.367,62142.1,-2797.6,122998,83898.8,408845,3105.43,307.784,-1143.67,7657.51,453.53,7456.83,332.335
1.71167e+06,596862,-549.695,728.346,4195.4,-1176.85,5162.89,-1008.55,205012,316.436,331.435,17303.6,-634.976,32221.3,4395.19,1024.99,-5074.05,22550
1.57644e+06,531570,-3071.26,1121.58,7462.82,-998.132,1671.39,-2353.7,524345,4356.33,154961,22093.9,235.069,41705.6,9201.66,5935.47,5290.78,5161.42
1.66132e+06,410847,-1773.47,265.742,2833.23,242.809,646.781,-286.014,34371.9,3258.53,64617.5,43185.7,148.651,12349.7,6422.34,1015.23,2074.09,14829.1
1.59619e+06,940497,-729.101,261.99,5002.91,-1141.32,2047.73,-1541.36,266240,2447.07,87368.1,25580.9,94.1956,-274.195,6064.27,4236.05,1054.24,7045.61
1.97681e+06,1.93732e+06,-1927.37,-95.4439,8802.62,-322.156,-1371.28,-1550.3,69275.5,74038.3,474965,5818.26,-235.704,48.7643,4296,386.008,2962.07,1179.67
1.80271e+06,706264,-436.927,-233.522,1080.27,1007.32,-197.911,-76.4656,67048.2,-41.2175,149.692,7852.13,755.593,1343.63,5252.51,-261.567,-1372.16,15838.8
1.53685e+06,666779,513.981,-333.601,7766.52,-1576.98,335191,-1145.13,710897,1895.7,1998.14,39205.3,291.872,71135.9,3082.81,234.7,-866.132,83714.2
1.30637e+06,493556,-1504.61,400.94,6353.03,-264.181,47245,-556.507,311707,1337.45,836.926,12422.7,-653.55,20420.3,9330.93,1325.67,-3737.87,19502.7
