"FSC-A","SSC-A","DC-SIGN","HLA-DR","CD56","CD45","CCR6","CD45RA","CD4","CD69","CD8a","FoxP3","CD16","CD14","CD49a","CD163","CD3","CCR7","RORyt","T-bet","NKp46","CD11c","CD127","CD86","CD20","Eomes","Time"
2.50296e+06,1.0533e+06,-3150.78,240360,111235,74892.2,-536.97,8067.42,-861.243,1234.74,-686.006,4.479,-1447.5,-751.069,9690.62,2099.68,-375.901,1603.3,3652.62,580.698,-282.26,38629.5,-42.5103,6712.08,565.802,478.223,4.37162
1.60068e+06,1.71058e+06,749.277,279021,62311.6,72003.2,-1662.02,1413.91,55.3625,3068.82,650.093,155.608,184.697,23175.8,-233.16,3776.39,689.642,1667.18,4164.9,738.224,502.204,26777.7,84.5098,44773.3,419.196,908.345,4.37542
1.73445e+06,1.27574e+06,6314.91,109640,91612,80935.1,-2210.61,12456.1,260.699,-36.5425,72.3555,-28.2444,133.412,71107,249.601,10454.2,1830.76,26.3411,3740.85,-179.508,227.518,10400.5,798.305,8291.62,546.023,3305.35,4.39483
1.25989e+06,344897,-208.913,-416.501,203.822,67945.8,-931.1,36498.9,9091.63,8332.59,-154.269,-154.592,353.807,966.366,734.385,525.723,64615.9,692.387,1299.19,4113.1,-29.9949,-135.128,831.76,-45.9629,-1306.36,1701.08,4.41423
2.04867e+06,2.1495e+06,-2476.59,465361,93454,101988,-1617.98,17466.9,95.1064,2893.21,-515.432,-256.527,-1429.31,56177.8,-593.965,2733.18,923.944,2310.5,5312.6,372.858,1336.74,24711.5,-955.014,25235,1244.75,-197.328,4.67081
1.68461e+06,488807,285.07,945.398,91.9232,67416.5,-1398.71,47045.3,-57.3613,18645.8,97415.3,-109.883,718.777,1085.19,423.899,1424.19,45775.4,2631.38,3031.55,3065.19,286.759,132.072,10546.9,-174.72,-1205.82,3170.51,4.71852
1.74587e+06,589528,247.528,2101.42,1348.99,54931.9,-1826.14,117788,-1116.98,13050.8,110209,-107.697,560.767,687.877,19450.5,-622.911,41940,2242.19,1769.42,23153.9,382.757,1795.14,-586.432,269.408,812.079,974.695,4.80244
1.26638e+06,326036,169.218,211.846,-120.42,42458.6,-2279.48,38466.9,-538.519,9601.5,33420.4,-543.252,301.106,452.917,72.3781,-200.623,26937.5,511.626,881.436,783.614,266.163,338.973,1856.7,402.8,-1146.15,1232.75,4.81435
1.68226e+06,358852,-221.325,8386.46,-38.9303,79121.5,-1860.4,43399,192.595,26634.6,115867,311.513,1323.81,1248.65,4859.33,1164.41,57868.5,2536.58,1528.79,13869,-156.972,175.842,614.127,309.368,-167,1147.96,4.83805
1.72545e+06,371245,-25.6523,-104.377,253.264,63211.3,-1451.92,23027.8,-184.781,19239.3,58141.4,-154.278,1127.98,1046.17,970.414,1282.73,53433.8,1154.64,1420.26,13329.3,-290.15,-366.093,2074.38,971.752,-1445.11,-1036.79,4.96259
